regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000049618	ENSG00000196154	0.117715	-0.125946	1	-nan
ENSG00000049618	ENSG00000197956	0.0567078	-0.109219	2	-nan
ENSG00000049618	ENSG00000121851	0.119735	0.0452775	1	-nan
ENSG00000049618	ENSG00000097033	1.80299e-05	-0.00805066	1	-nan
ENSG00000049618	ENSG00000115977	0.0604283	0.022168	1	-nan
ENSG00000049618	ENSG00000168894	0.0276429	0.0064908	1	-nan
ENSG00000049618	ENSG00000113719	0.0710625	0.0706062	2	-nan
ENSG00000049618	ENSG00000198502	0.0125501	0.0141833	1	-nan
ENSG00000049618	ENSG00000231389	7.97003e-06	0.0123243	1	-nan
ENSG00000049618	ENSG00000205542	0.0813658	-0.0606365	2	-nan
ENSG00000049618	ENSG00000104518	0.0843541	0.0851585	4	-nan
ENSG00000049618	ENSG00000179526	0.000288058	0.0360908	1	-nan
ENSG00000049618	ENSG00000099139	0.000648141	-0.0284907	1	-nan
ENSG00000049618	ENSG00000185201	0.000288058	-0.0288632	1	-nan
ENSG00000049618	ENSG00000167770	0.0495731	0.0213721	1	-nan
ENSG00000049618	ENSG00000175294	9.80338e-05	0.00198191	1	-nan
ENSG00000035928	ENSG00000067704	0.000800181	0.0371742	1	-nan
ENSG00000022840	ENSG00000087086	0.0936957	-0.0519991	1	-nan
ENSG00000022840	ENSG00000129226	0.0136999	-0.0265198	1	-nan
ENSG00000022840	ENSG00000125347	0.00024199	-0.0118903	1	-nan
ENSG00000022840	ENSG00000065243	0.0306474	0.0105036	1	-nan
ENSG00000022840	ENSG00000240065	0.0117737	0.0376057	1	-nan
ENSG00000022840	ENSG00000015285	2.00002e-06	0.00795216	1	-nan
ENSG00000022840	ENSG00000244734	0.00088229	0.0331962	1	-nan
ENSG00000022840	ENSG00000150593	0.0796624	0.0541799	1	-nan
ENSG00000018280	ENSG00000156299	0.000450066	0.000625512	1	-nan
ENSG00000018280	ENSG00000198900	0.0918533	0.0612624	1	-nan
ENSG00000018280	ENSG00000103145	5.00004e-05	0.0161387	1	-nan
ENSG00000018280	ENSG00000276045	0.000722174	0.0559465	1	-nan
ENSG00000018280	ENSG00000121316	0.0401377	0.165613	1	-nan
ENSG00000018280	ENSG00000160796	0.0318271	0.0743826	1	-nan
ENSG00000018280	ENSG00000133316	0.0781521	0.0794976	1	-nan
ENSG00000011258	ENSG00000185950	0.00105838	-0.0609961	1	-nan
ENSG00000011258	ENSG00000183513	2.00002e-06	0.00223134	1	-nan
ENSG00000166848	ENSG00000139675	0.0593162	0.000294234	1	-nan
ENSG00000272047	ENSG00000101152	0.0649157	0.0339052	1	-nan
ENSG00000272047	ENSG00000165502	0.0259287	0.0668323	2	-nan
ENSG00000272047	ENSG00000129534	0.0760846	-0.0207224	1	-nan
ENSG00000272047	ENSG00000153037	0.116461	0.035065	1	-nan
ENSG00000272047	ENSG00000197956	0.122481	0.0316961	1	-nan
ENSG00000272047	ENSG00000163220	0.104891	0.0333323	1	-nan
ENSG00000272047	ENSG00000115875	0.0384588	-0.00573055	1	-nan
ENSG00000272047	ENSG00000172115	0.15726	0.101613	1	-nan
ENSG00000272047	ENSG00000120992	0.0899524	0.082281	1	-nan
ENSG00000143162	ENSG00000130520	0.118153	0.0621967	1	-nan
ENSG00000143162	ENSG00000132002	9.80338e-05	0.0436065	1	-nan
ENSG00000143162	ENSG00000143368	3.20002e-05	0.0075879	1	-nan
ENSG00000143162	ENSG00000137965	0	-0.00678587	1	-nan
ENSG00000143162	ENSG00000118873	0.000578139	-0.0143281	1	-nan
ENSG00000143162	ENSG00000135334	0.0829109	0.0732442	1	-nan
ENSG00000230989	ENSG00000125995	0.106448	0.0621902	1	-nan
ENSG00000230989	ENSG00000169508	0.0473638	0.0611922	1	-nan
ENSG00000230989	ENSG00000197956	0.241629	0.261181	2	-nan
ENSG00000230989	ENSG00000148484	0.102045	0.00369853	1	-nan
ENSG00000198625	ENSG00000170345	0.109209	0.0469333	1	-nan
ENSG00000197157	ENSG00000119321	0.0282965	0.0165773	1	-nan
ENSG00000187531	ENSG00000121579	5.00004e-05	0.0227253	1	-nan
ENSG00000187531	ENSG00000147454	0.0717184	0.0304955	1	-nan
ENSG00000187531	ENSG00000147996	1.80299e-05	0.00840823	1	-nan
ENSG00000184990	ENSG00000162694	7.19721e-05	-0.0190305	1	-nan
ENSG00000184990	ENSG00000168264	0.197345	0.117219	1	-nan
ENSG00000184990	ENSG00000135250	0.000512058	-0.00596087	1	-nan
ENSG00000183207	ENSG00000114982	7.97003e-06	-0.00440716	1	-nan
ENSG00000083168	ENSG00000166946	0.000968313	0.0414683	1	-nan
ENSG00000176788	ENSG00000101654	0.0381685	0.0733824	1	-nan
ENSG00000171988	ENSG00000196405	9.80338e-05	0.0171926	1	-nan
ENSG00000171988	ENSG00000139433	0.141605	-0.00287103	1	-nan
ENSG00000163563	ENSG00000100300	0.316447	0.587747	1	-nan
ENSG00000163563	ENSG00000100599	0.0549469	0.0937352	1	-nan
ENSG00000163563	ENSG00000170345	0.356283	0.581091	2	-nan
ENSG00000163563	ENSG00000090382	0.387911	0.586493	1	-nan
ENSG00000163563	ENSG00000123329	0.0581877	0.0319272	1	-nan
ENSG00000163563	ENSG00000118564	0.113475	0.28371	1	-nan
ENSG00000163563	ENSG00000121552	0.316235	0.554283	2	-nan
ENSG00000163563	ENSG00000163931	0.215466	0.450915	1	-nan
ENSG00000163563	ENSG00000164088	0.000200014	0.0078161	1	-nan
ENSG00000163563	ENSG00000196154	0.416251	0.615187	3	-nan
ENSG00000163563	ENSG00000197956	0.458914	0.663735	5	-nan
ENSG00000163563	ENSG00000143546	0.461952	0.695152	15	-nan
ENSG00000163563	ENSG00000163221	0.329256	0.591449	5	-nan
ENSG00000163563	ENSG00000163220	0.444928	0.677895	20	-nan
ENSG00000163563	ENSG00000142634	0.0842525	0.100261	1	-nan
ENSG00000163563	ENSG00000116406	0.00219238	0.0896786	1	-nan
ENSG00000163563	ENSG00000196735	0.058879	-0.109103	1	-nan
ENSG00000163563	ENSG00000231389	0.100931	0.0296263	5	-nan
ENSG00000163563	ENSG00000223865	0.150728	0.0696004	3	-nan
ENSG00000163563	ENSG00000105835	0.127817	0.323144	1	-nan
ENSG00000163563	ENSG00000107099	0.0428227	0.0543039	1	-nan
ENSG00000163563	ENSG00000167996	0.329329	0.494329	1	-nan
ENSG00000163563	ENSG00000151461	0.0384599	0.0279254	1	-nan
ENSG00000161526	ENSG00000179094	0.0208219	0.00441207	1	-nan
ENSG00000161526	ENSG00000167703	0.000392051	0.0208348	1	-nan
ENSG00000161526	ENSG00000070190	0.0031442	0.0382977	1	-nan
ENSG00000161526	ENSG00000121766	0	-0.0265062	1	-nan
ENSG00000161526	ENSG00000116574	3.20002e-05	0.00396344	1	-nan
ENSG00000161526	ENSG00000006625	0.064541	0.0705855	1	-nan
ENSG00000028839	ENSG00000100266	0.00347922	0.0411639	3	-nan
ENSG00000028839	ENSG00000130725	0.000722174	-0.0239876	1	-nan
ENSG00000028839	ENSG00000123143	0.00192326	0.0439092	1	-nan
ENSG00000028839	ENSG00000077238	0.042397	0.0534572	1	-nan
ENSG00000028839	ENSG00000176871	0.00180105	0.0793851	3	-nan
ENSG00000028839	ENSG00000087502	0.000450066	0.0444619	1	-nan
ENSG00000028839	ENSG00000155868	0.000338039	0.0575562	2	-nan
ENSG00000028839	ENSG00000178996	0.000162009	0.006957	1	-nan
ENSG00000028839	ENSG00000163960	0.000450066	0.0357265	1	-nan
ENSG00000028839	ENSG00000129055	0.000722174	-0.00137685	1	-nan
ENSG00000028839	ENSG00000164088	0.000450066	0.0540179	4	-nan
ENSG00000028839	ENSG00000144711	0.000200014	-0.0198241	1	-nan
ENSG00000028839	ENSG00000160856	0.0021318	0.0389082	1	-nan
ENSG00000028839	ENSG00000116903	0.000392051	0.0168647	1	-nan
ENSG00000028839	ENSG00000204590	3.20002e-05	-0.0060263	1	-nan
ENSG00000028839	ENSG00000065308	0.000128036	0.00426249	2	-nan
ENSG00000028839	ENSG00000106245	0.00249355	0.0469842	1	-nan
ENSG00000028839	ENSG00000160131	7.19721e-05	0.0223217	1	-nan
ENSG00000028839	ENSG00000165006	0.0268707	0.0366788	1	-nan
ENSG00000028839	ENSG00000119487	2.00002e-06	0.0284909	4	-nan
ENSG00000028839	ENSG00000175294	0.000200014	0.029358	1	-nan
ENSG00000028839	ENSG00000107566	5.00004e-05	0.0171417	1	-nan
ENSG00000028839	ENSG00000165672	9.80338e-05	-0.000649674	1	-nan
ENSG00000160877	ENSG00000156873	0.00088229	0.0480988	1	-nan
ENSG00000159339	ENSG00000163220	0.0668069	0.100677	2	-nan
ENSG00000159339	ENSG00000204287	0.0650332	-0.127982	1	-nan
ENSG00000159339	ENSG00000223865	0.0361128	-0.124111	1	-nan
ENSG00000082014	ENSG00000102524	0.000200014	0.015305	1	-nan
ENSG00000082014	ENSG00000151948	0.0267714	0.065593	1	-nan
ENSG00000082014	ENSG00000070190	0.00628518	0.126993	1	-nan
ENSG00000082014	ENSG00000144655	0.000968313	0.0449896	1	-nan
ENSG00000082014	ENSG00000023892	0.000200014	-0.0324129	1	-nan
ENSG00000157216	ENSG00000213977	0.0473798	0.069203	1	-nan
ENSG00000157216	ENSG00000122692	0.000200014	-0.0122222	1	-nan
ENSG00000157216	ENSG00000165672	2.00002e-06	-0.0175234	1	-nan
ENSG00000150459	ENSG00000063854	0.000450066	-0.0255915	1	-nan
ENSG00000150459	ENSG00000176871	7.19721e-05	0.0190079	1	-nan
ENSG00000150459	ENSG00000120802	0.0862602	0.0706844	1	-nan
ENSG00000150459	ENSG00000142327	0.0818486	0.0426338	1	-nan
ENSG00000150459	ENSG00000134717	0.118214	0.0429688	1	-nan
ENSG00000150459	ENSG00000158062	0.157384	0.0449229	1	-nan
ENSG00000150459	ENSG00000124766	5.00004e-05	0.00818444	1	-nan
ENSG00000150459	ENSG00000198478	7.97003e-06	-0.0210243	1	-nan
ENSG00000150459	ENSG00000075223	0.000392051	0.0214478	1	-nan
ENSG00000150459	ENSG00000177697	0.025259	-0.00228845	1	-nan
ENSG00000148411	ENSG00000161542	0.000450066	0.0718345	1	-nan
ENSG00000148411	ENSG00000135341	0.000800181	0.0256962	1	-nan
ENSG00000146109	ENSG00000129534	0.00115244	0.0495806	1	-nan
ENSG00000146109	ENSG00000004478	0.00125049	0.0181131	1	-nan
ENSG00000155868	ENSG00000141543	1.80299e-05	0.0285506	2	-nan
ENSG00000155868	ENSG00000100554	0.000578139	0.048783	1	-nan
ENSG00000155868	ENSG00000165801	0.000128036	-0.0339816	1	-nan
ENSG00000155868	ENSG00000139725	0.00024199	0.0346959	1	-nan
ENSG00000155868	ENSG00000158092	0.000162009	0.0156405	1	-nan
ENSG00000155868	ENSG00000144840	0.00213657	0.0312506	1	-nan
ENSG00000155868	ENSG00000172116	0.000162009	0.0497022	1	-nan
ENSG00000155868	ENSG00000198721	7.97003e-06	0.0398859	1	-nan
ENSG00000155868	ENSG00000198478	1.80299e-05	0.00855732	1	-nan
ENSG00000155868	ENSG00000028839	0.000338039	0.0575562	2	-nan
ENSG00000155868	ENSG00000165006	7.97003e-06	0.0197112	2	-nan
ENSG00000155868	ENSG00000159884	0.00231376	0.0764283	1	-nan
ENSG00000155868	ENSG00000099139	0.000288058	0.0397169	2	-nan
ENSG00000155868	ENSG00000175581	0.00024199	0.0199361	1	-nan
ENSG00000155868	ENSG00000148450	0.000162009	0.017368	1	-nan
ENSG00000142453	ENSG00000182944	2.00002e-06	0.00646234	1	-nan
ENSG00000139718	ENSG00000133193	0.00348341	0.0545128	1	-nan
ENSG00000138668	ENSG00000140030	0.105802	0.0562035	1	-nan
ENSG00000138668	ENSG00000165389	0.0302724	0.0503508	1	-nan
ENSG00000138668	ENSG00000109390	0.135992	0.0365769	1	-nan
ENSG00000138668	ENSG00000183431	0.0414682	0.00770927	1	-nan
ENSG00000137815	ENSG00000104823	0.106074	0.0375253	1	-nan
ENSG00000137815	ENSG00000105355	0.000648141	-0.00688551	1	-nan
ENSG00000137815	ENSG00000138594	0.00347946	-0.0158179	1	-nan
ENSG00000137815	ENSG00000133773	0.105594	0.0775498	1	-nan
ENSG00000137815	ENSG00000188404	0.0422981	0.0552389	1	-nan
ENSG00000137815	ENSG00000119900	0.156008	0.0498541	1	-nan
ENSG00000131788	ENSG00000107331	3.20002e-05	-0.00585257	1	-nan
ENSG00000127663	ENSG00000254415	0.000648141	0.0345087	1	-nan
ENSG00000127663	ENSG00000111581	0.000128036	0.00752881	1	-nan
ENSG00000127663	ENSG00000135655	9.80338e-05	0.017313	1	-nan
ENSG00000127663	ENSG00000111203	7.19721e-05	0.015673	1	-nan
ENSG00000127663	ENSG00000144840	0.00145871	0.0611519	1	-nan
ENSG00000127663	ENSG00000152256	0.000392051	0.00529368	1	-nan
ENSG00000127663	ENSG00000143393	0.0079629	0.00887926	1	-nan
ENSG00000127663	ENSG00000009790	0.00168291	0.091611	2	-nan
ENSG00000127663	ENSG00000152904	1.80299e-05	0.0193634	1	-nan
ENSG00000127663	ENSG00000143870	0.000392051	0.0180833	1	-nan
ENSG00000127663	ENSG00000168894	0.000648141	0.0493201	4	-nan
ENSG00000127663	ENSG00000112146	1.80299e-05	0.0551458	1	-nan
ENSG00000127663	ENSG00000135604	0.000648141	-0.0169043	3	-nan
ENSG00000127663	ENSG00000106367	0.00115244	0.0501821	1	-nan
ENSG00000127663	ENSG00000106299	5.00004e-05	0.0121725	1	-nan
ENSG00000127663	ENSG00000147050	7.97003e-06	0.00435944	2	-nan
ENSG00000127663	ENSG00000160131	7.97003e-06	0.0150901	1	-nan
ENSG00000127663	ENSG00000172534	0.000288058	0.0646991	1	-nan
ENSG00000127663	ENSG00000104695	9.80338e-05	0.0499853	1	-nan
ENSG00000127663	ENSG00000177697	0.00135264	0.0603227	1	-nan
ENSG00000127663	ENSG00000165312	0.00024199	0.0358919	2	-nan
ENSG00000125107	ENSG00000198900	0.0496977	0.0394053	1	-nan
ENSG00000125107	ENSG00000110395	0.000968313	0.066657	1	-nan
ENSG00000124422	ENSG00000184983	0.0920013	0.040445	1	-nan
ENSG00000124422	ENSG00000087086	0.108364	-0.0595571	1	-nan
ENSG00000124422	ENSG00000148834	0.0401574	-0.0418157	1	-nan
ENSG00000122565	ENSG00000113068	0.053636	0.075122	1	-nan
ENSG00000117505	ENSG00000198900	0.0410637	0.00534485	1	-nan
ENSG00000117505	ENSG00000153048	0.0618852	0.0123655	1	-nan
ENSG00000117505	ENSG00000100644	0.00024199	0.00670915	1	-nan
ENSG00000117505	ENSG00000175857	0.105405	0.0362096	2	-nan
ENSG00000117505	ENSG00000168894	0.0983942	0.0298775	1	-nan
ENSG00000117505	ENSG00000132305	0.00257393	0.00330597	1	-nan
ENSG00000117505	ENSG00000158050	0.0496496	0.00357868	1	-nan
ENSG00000117505	ENSG00000146094	9.80338e-05	0.0274398	1	-nan
ENSG00000117505	ENSG00000124788	0.000722174	0.0219286	1	-nan
ENSG00000117505	ENSG00000240065	0.0179774	-0.0315519	1	-nan
ENSG00000117505	ENSG00000136826	0.0309156	0.0313955	1	-nan
ENSG00000117505	ENSG00000180773	0.0970892	0.0150507	2	-nan
ENSG00000137776	ENSG00000168710	0.00168291	0.0544413	1	-nan
ENSG00000137776	ENSG00000135316	0.135859	0.0603215	1	-nan
ENSG00000144802	ENSG00000196735	0.0464145	0.0541899	1	-nan
ENSG00000144802	ENSG00000086300	0.0988018	0.118944	1	-nan
ENSG00000130816	ENSG00000104805	0.0437092	0.00353743	1	-nan
ENSG00000130816	ENSG00000165525	0.0370177	0.0124178	1	-nan
ENSG00000130816	ENSG00000134294	0.0801553	-0.000609615	1	-nan
ENSG00000130816	ENSG00000145779	0.0494441	0.0490107	1	-nan
ENSG00000130816	ENSG00000223865	0.00613498	0.0347176	1	-nan
ENSG00000160633	ENSG00000264364	0.0489286	0.04134	1	-nan
ENSG00000160633	ENSG00000010244	0.000162009	0.0221962	1	-nan
ENSG00000160633	ENSG00000244734	0.000338039	-0.028365	1	-nan
ENSG00000111276	ENSG00000183864	7.19721e-05	0.000720548	1	-nan
ENSG00000111276	ENSG00000123143	1.80299e-05	0.0144812	1	-nan
ENSG00000111276	ENSG00000108669	0.0644393	0.0527666	1	-nan
ENSG00000111276	ENSG00000172845	0.000338039	0.0242179	1	-nan
ENSG00000111276	ENSG00000116266	0.0467254	0.0296535	1	-nan
ENSG00000111276	ENSG00000162961	1.80299e-05	0.00151673	1	-nan
ENSG00000111276	ENSG00000169895	1.80299e-05	-0.0133737	1	-nan
ENSG00000168264	ENSG00000156299	9.80338e-05	0.0253677	1	-nan
ENSG00000168264	ENSG00000156273	0.10944	0.0655074	1	-nan
ENSG00000168264	ENSG00000184990	0.197345	0.117219	1	-nan
ENSG00000168264	ENSG00000100567	0.147126	0.0380609	1	-nan
ENSG00000168264	ENSG00000090382	0.215874	0.259899	1	-nan
ENSG00000168264	ENSG00000158473	0.124287	0.0361113	1	-nan
ENSG00000168264	ENSG00000124731	0.131405	0.0199207	2	-nan
ENSG00000168264	ENSG00000135341	1.80299e-05	0.0266286	1	-nan
ENSG00000168264	ENSG00000086065	0.0767782	0.0208344	1	-nan
ENSG00000168264	ENSG00000155629	0.0225702	0.0539204	1	-nan
ENSG00000109854	ENSG00000123143	0.118283	0.0541242	1	-nan
ENSG00000109854	ENSG00000125910	0.0977191	0.0597589	2	-nan
ENSG00000109854	ENSG00000135720	0.000162009	0.0135901	1	-nan
ENSG00000109854	ENSG00000184730	0.000162009	0.00466187	2	-nan
ENSG00000109854	ENSG00000103342	0.00235753	0.0570315	2	-nan
ENSG00000109854	ENSG00000165801	0.0628442	0.0801338	1	-nan
ENSG00000109854	ENSG00000153064	0.000338039	-0.0190379	1	-nan
ENSG00000109854	ENSG00000163960	7.97003e-06	0.0261984	1	-nan
ENSG00000109854	ENSG00000114209	0.000162009	0.00914489	1	-nan
ENSG00000109854	ENSG00000138495	7.19721e-05	0.028755	2	-nan
ENSG00000109854	ENSG00000138398	7.97003e-06	0.0031918	1	-nan
ENSG00000109854	ENSG00000143393	0.00156882	0.0721271	1	-nan
ENSG00000109854	ENSG00000159023	0.000578139	0.0745769	1	-nan
ENSG00000109854	ENSG00000134644	0.0596618	0.0403033	1	-nan
ENSG00000109854	ENSG00000160856	0.000200014	0.0533413	1	-nan
ENSG00000109854	ENSG00000116977	0.070684	0.0529641	1	-nan
ENSG00000109854	ENSG00000125611	0.000450066	0.0533464	1	-nan
ENSG00000109854	ENSG00000231389	0.00156882	0.0653665	1	-nan
ENSG00000109854	ENSG00000198478	0.000578139	0.0422266	2	-nan
ENSG00000109854	ENSG00000111897	0.000800181	0.0305378	1	-nan
ENSG00000109854	ENSG00000128524	0.0523155	0.0756475	1	-nan
ENSG00000109854	ENSG00000147010	0.000722174	0.061519	1	-nan
ENSG00000109854	ENSG00000104365	0	-0.0034807	1	-nan
ENSG00000109854	ENSG00000179526	0.00088229	0.0497644	1	-nan
ENSG00000109854	ENSG00000159884	0.0466844	0.0635603	2	-nan
ENSG00000109854	ENSG00000137752	1.80299e-05	0.00506953	1	-nan
ENSG00000123066	ENSG00000187051	0.158833	0.063477	1	-nan
ENSG00000123066	ENSG00000166579	5.00004e-05	-0.0256502	1	-nan
ENSG00000123066	ENSG00000213903	0.000968313	0.048102	1	-nan
ENSG00000123066	ENSG00000119321	0.095848	0.0543324	1	-nan
ENSG00000100201	ENSG00000087086	0.18764	0.251337	1	-nan
ENSG00000100201	ENSG00000142347	0.115781	0.121508	1	-nan
ENSG00000100201	ENSG00000122026	0.159581	0.268653	1	-nan
ENSG00000100201	ENSG00000090382	0.161559	0.217182	1	-nan
ENSG00000100201	ENSG00000205542	0.212032	0.259371	1	-nan
ENSG00000108604	ENSG00000205730	1.80299e-05	0.0128811	1	-nan
ENSG00000108604	ENSG00000132965	0.000162009	0.00188934	1	-nan
ENSG00000108604	ENSG00000114127	7.97003e-06	0.013943	1	-nan
ENSG00000108604	ENSG00000125637	0.000722174	0.0411824	1	-nan
ENSG00000108604	ENSG00000006715	0.000128036	0.0385603	2	-nan
ENSG00000108604	ENSG00000184154	5.00004e-05	0.0325659	1	-nan
ENSG00000084072	ENSG00000136603	7.19721e-05	-0.00508956	1	-nan
ENSG00000077454	ENSG00000167670	0.000288058	0.013023	1	-nan
