regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000116560	ENSG00000229117	0.209034	-0.0207548	1	-nan
ENSG00000116560	ENSG00000213741	0.206983	-0.00821734	1	-nan
ENSG00000116560	ENSG00000167526	0.164959	0.00226582	1	-nan
ENSG00000116030	ENSG00000170191	3.58536e-06	0.00359113	1	-nan
ENSG00000116030	ENSG00000114353	0.166858	0.0556689	1	-nan
ENSG00000116030	ENSG00000111450	0.000288058	0.0463971	1	-nan
ENSG00000110801	ENSG00000105372	0.127745	0.217027	1	-nan
ENSG00000110801	ENSG00000154217	0.0110535	0.115136	1	-nan
ENSG00000110801	ENSG00000124783	0.0495709	0.134478	1	-nan
ENSG00000110801	ENSG00000177954	0.156662	0.224813	1	-nan
ENSG00000110801	ENSG00000069424	0.0314661	-0.0235086	1	-nan
ENSG00000110801	ENSG00000119801	0.0124285	0.102341	1	-nan
ENSG00000110801	ENSG00000147604	0.08851	0.234712	1	-nan
ENSG00000110801	ENSG00000147669	0.0463433	0.022639	1	-nan
ENSG00000110801	ENSG00000132965	0.033031	0.084619	1	-nan
ENSG00000108518	ENSG00000105374	0.395916	0.538728	5	-nan
ENSG00000108518	ENSG00000213719	0.188088	0.359832	2	-nan
ENSG00000108518	ENSG00000145649	0.371412	0.616122	1	-nan
ENSG00000108518	ENSG00000115956	0.0749694	0.0727256	1	-nan
ENSG00000108518	ENSG00000167257	3.58536e-06	0.0386702	1	-nan
ENSG00000108518	ENSG00000196531	0.511955	0.572601	2	-nan
ENSG00000105085	ENSG00000172456	0.00299321	-0.0161584	1	-nan
ENSG00000101577	ENSG00000055044	0.00060101	0.0190682	1	-nan
ENSG00000101577	ENSG00000028203	0.00222391	0.0678339	1	-nan
ENSG00000101442	ENSG00000198721	0.00222391	0.00139049	1	-nan
ENSG00000100325	ENSG00000063244	0.0649171	0.0718091	1	-nan
ENSG00000100325	ENSG00000105755	0.0594401	0.0988481	1	-nan
ENSG00000100325	ENSG00000233927	0.0317738	0.0594106	1	-nan
ENSG00000100325	ENSG00000130255	0.0219104	0.0423355	1	-nan
ENSG00000100325	ENSG00000172270	3.58536e-06	0.0789621	1	-nan
ENSG00000100325	ENSG00000101224	3.20002e-05	0.053611	1	-nan
ENSG00000100325	ENSG00000213462	0.00806226	0.129187	1	-nan
ENSG00000100325	ENSG00000114125	0.00222391	0.0996271	1	-nan
ENSG00000100325	ENSG00000081307	0.000288058	0.0596067	1	-nan
ENSG00000100325	ENSG00000114030	0.000288058	0.0456377	1	-nan
ENSG00000100325	ENSG00000121851	3.58536e-06	0.0577595	1	-nan
ENSG00000100325	ENSG00000065243	0.000430284	0.00810687	1	-nan
ENSG00000100325	ENSG00000084676	3.58536e-06	0.0327125	1	-nan
ENSG00000100325	ENSG00000138433	0.0548786	0.0445785	1	-nan
ENSG00000100325	ENSG00000042980	0.00060101	0.0675704	1	-nan
ENSG00000100325	ENSG00000147526	3.20002e-05	0.0942154	1	-nan
ENSG00000100325	ENSG00000066777	0.00342076	-0.0208423	1	-nan
ENSG00000100325	ENSG00000183354	3.20002e-05	0.0511518	1	-nan
ENSG00000100325	ENSG00000165219	0.00188204	0.000929893	1	-nan
ENSG00000100325	ENSG00000171988	0.00060101	0.00835453	1	-nan
ENSG00000100325	ENSG00000148832	3.20002e-05	-0.0182173	1	-nan
ENSG00000100325	ENSG00000087502	0.00188204	0.113243	1	-nan
ENSG00000100325	ENSG00000205352	0.0261989	0.0987843	1	-nan
ENSG00000100325	ENSG00000188735	0.000288058	0.0656608	1	-nan
ENSG00000100325	ENSG00000100575	0.000430284	0.0441208	1	-nan
ENSG00000100325	ENSG00000089775	0.00060101	0.0567159	1	-nan
ENSG00000100325	ENSG00000100764	0.0665651	0.104378	2	-nan
ENSG00000100325	ENSG00000066427	0.00259425	0.104771	1	-nan
ENSG00000100325	ENSG00000149932	0.0645605	0.0556372	1	-nan
ENSG00000100325	ENSG00000069329	0.00156882	0.121056	1	-nan
ENSG00000100325	ENSG00000102921	0.000288058	0.0457243	3	-nan
ENSG00000096401	ENSG00000158710	0.000430284	0.0404655	1	-nan
ENSG00000096401	ENSG00000123609	0.000288058	0.0269475	1	-nan
ENSG00000089009	ENSG00000063177	0.845611	0.862025	1	-nan
ENSG00000089009	ENSG00000105640	0.974918	0.911891	2	-nan
ENSG00000089009	ENSG00000145425	0.988164	0.911508	1	-nan
ENSG00000089009	ENSG00000162244	0.832136	0.869216	1	-nan
ENSG00000089009	ENSG00000122406	0.806578	0.854597	5	-nan
ENSG00000089009	ENSG00000142676	0.992818	0.916627	5	-nan
ENSG00000089009	ENSG00000116251	0.782103	0.79971	1	-nan
ENSG00000089009	ENSG00000171863	0.775921	0.86253	2	-nan
ENSG00000089009	ENSG00000144713	1.01244	0.916561	2	-nan
ENSG00000089009	ENSG00000174748	0.930358	0.900043	6	-nan
ENSG00000089009	ENSG00000137154	0.978598	0.918423	4	-nan
ENSG00000089009	ENSG00000140988	1.01819	0.916232	5	-nan
ENSG00000085224	ENSG00000244509	0.00060101	0.0435801	1	-nan
ENSG00000085224	ENSG00000172057	0.000288058	0.0397164	1	-nan
ENSG00000085224	ENSG00000109180	0.121315	0.0739823	1	-nan
ENSG00000085224	ENSG00000177954	0.160927	0.135188	1	-nan
ENSG00000085224	ENSG00000182551	0.00156882	-0.0919487	1	-nan
ENSG00000085224	ENSG00000046651	0.0629826	0.0715639	1	-nan
ENSG00000085224	ENSG00000175505	0.00188204	0.0665249	1	-nan
ENSG00000085224	ENSG00000257727	0.0198125	0.113881	1	-nan
ENSG00000085224	ENSG00000090060	0.0124285	0.0673662	2	-nan
ENSG00000085224	ENSG00000185043	0.0100211	0.135229	1	-nan
ENSG00000082153	ENSG00000184922	0.0723014	0.0810962	1	-nan
ENSG00000082153	ENSG00000146425	0.031656	0.0788385	1	-nan
ENSG00000082153	ENSG00000131188	3.58536e-06	-0.0122624	1	-nan
ENSG00000082153	ENSG00000060688	0.000288058	-0.0305937	1	-nan
ENSG00000074319	ENSG00000005893	0.000800181	0.0624743	1	-nan
ENSG00000073584	ENSG00000064419	0.00598882	0.118096	1	-nan
ENSG00000073584	ENSG00000113013	0.00259425	-0.0520203	1	-nan
ENSG00000073584	ENSG00000151465	0.000800181	0.0667374	1	-nan
ENSG00000028839	ENSG00000134308	0.00259425	0.121661	1	-nan
ENSG00000028839	ENSG00000154767	0.00299321	0.0857184	2	-nan
ENSG00000008128	ENSG00000092108	0.000174202	0.014157	1	-nan
ENSG00000006712	ENSG00000139914	3.58536e-06	0.00278021	1	-nan
ENSG00000142655	ENSG00000116199	0.000174202	-0.0215505	1	-nan
ENSG00000215021	ENSG00000151247	8.88915e-05	-0.00989793	1	-nan
ENSG00000215021	ENSG00000116539	0.105089	-0.0239661	3	-nan
ENSG00000215021	ENSG00000143575	0.0492282	0.135007	1	-nan
ENSG00000198625	ENSG00000187051	0.0492456	0.023164	1	-nan
ENSG00000198625	ENSG00000063244	0.00222391	0.100855	1	-nan
ENSG00000198625	ENSG00000108106	0.00299321	0.098608	1	-nan
ENSG00000198625	ENSG00000126464	0.000288058	0.0477882	1	-nan
ENSG00000198625	ENSG00000096996	3.20002e-05	0.00636345	1	-nan
ENSG00000198625	ENSG00000130544	0.00342076	0.0989574	1	-nan
ENSG00000198625	ENSG00000196562	0.00387704	0.101762	1	-nan
ENSG00000198625	ENSG00000172992	0.0449279	0.089022	2	-nan
ENSG00000198625	ENSG00000141510	0.00222391	0.118646	1	-nan
ENSG00000198625	ENSG00000075142	0.00156882	-0.036862	1	-nan
ENSG00000198625	ENSG00000158321	8.88915e-05	0.0584768	1	-nan
ENSG00000198625	ENSG00000172115	0.086208	0.0153026	1	-nan
ENSG00000198625	ENSG00000105866	0.000800181	0.00471088	1	-nan
ENSG00000198625	ENSG00000164674	0.070473	0.0822551	1	-nan
ENSG00000198625	ENSG00000163428	0.00156882	0.0842411	2	-nan
ENSG00000198625	ENSG00000198771	0.0950553	0.00198988	2	-nan
ENSG00000198625	ENSG00000163479	0.0894568	0.092793	1	-nan
ENSG00000198625	ENSG00000197622	0.144648	0.171309	1	-nan
ENSG00000198625	ENSG00000143753	0.00128411	0.0346887	1	-nan
ENSG00000198625	ENSG00000213639	0.0604084	0.005285	1	-nan
ENSG00000198625	ENSG00000205542	0.17069	0.0599088	2	-nan
ENSG00000198625	ENSG00000042980	0.00128411	0.0562907	3	-nan
ENSG00000198625	ENSG00000167996	0.126886	-0.0325366	2	-nan
ENSG00000198625	ENSG00000171988	0.079393	0.0840597	4	-nan
ENSG00000198625	ENSG00000165637	0.147208	0.0883625	1	-nan
ENSG00000198625	ENSG00000136147	0.0970344	0.0870609	3	-nan
ENSG00000198625	ENSG00000100575	0.00487548	0.085429	2	-nan
ENSG00000198625	ENSG00000100764	0.143905	0.129459	2	-nan
ENSG00000198625	ENSG00000137801	0.000800181	0.03095	1	-nan
ENSG00000198625	ENSG00000140400	0.00299321	0.0162124	1	-nan
ENSG00000198625	ENSG00000169715	0.00128411	0.0468376	1	-nan
ENSG00000198625	ENSG00000166747	0.000288058	0.0870676	1	-nan
ENSG00000186834	ENSG00000185608	0.0168306	0.100413	1	-nan
ENSG00000186834	ENSG00000180329	0.00884336	0.0521858	1	-nan
ENSG00000186834	ENSG00000156475	0.00156882	0.135487	1	-nan
ENSG00000186834	ENSG00000174946	0.000288058	0.0333677	1	-nan
ENSG00000186834	ENSG00000138231	0.00299321	0.115627	1	-nan
ENSG00000186834	ENSG00000137955	0.00627281	0.021206	1	-nan
ENSG00000186834	ENSG00000240857	0.0422094	0.0546273	1	-nan
ENSG00000186834	ENSG00000005448	0.0125163	0.0289306	1	-nan
ENSG00000186834	ENSG00000115839	0.00436193	-0.0269827	2	-nan
ENSG00000186834	ENSG00000051009	0.000174202	0.0257329	1	-nan
ENSG00000186834	ENSG00000166337	0.00259425	0.0660121	1	-nan
ENSG00000186834	ENSG00000107672	0.0266537	0.0225986	1	-nan
ENSG00000186834	ENSG00000165792	0.00653561	0.0424621	1	-nan
ENSG00000186834	ENSG00000137857	0.00060101	0.0227858	1	-nan
ENSG00000186141	ENSG00000197766	0.00060101	-0.0198061	1	-nan
ENSG00000186141	ENSG00000184203	0.000174202	0.0164879	1	-nan
ENSG00000183741	ENSG00000131171	0.0226559	-0.0135924	1	-nan
ENSG00000183207	ENSG00000004961	0.00060101	-0.0366038	1	-nan
ENSG00000181555	ENSG00000197971	0.00541779	0.12532	1	-nan
ENSG00000181555	ENSG00000231500	0.000800181	-0.0237693	1	-nan
ENSG00000181555	ENSG00000204310	3.58536e-06	0.0579092	1	-nan
ENSG00000181555	ENSG00000170542	0.00128411	0.0758446	1	-nan
ENSG00000181555	ENSG00000156475	3.20002e-05	0.0615707	1	-nan
ENSG00000181555	ENSG00000170476	3.20002e-05	0.0556057	1	-nan
ENSG00000181555	ENSG00000145604	8.88915e-05	0.0206185	1	-nan
ENSG00000181555	ENSG00000163785	0.00060101	0.0572427	1	-nan
ENSG00000181555	ENSG00000163166	0.000288058	0.0554467	1	-nan
ENSG00000181555	ENSG00000136877	0.00128411	0.0836248	1	-nan
ENSG00000181555	ENSG00000205531	0.00259425	0.0840457	1	-nan
ENSG00000181555	ENSG00000255561	0.00060101	0.00256414	1	-nan
ENSG00000181555	ENSG00000171840	3.20002e-05	0.0534973	1	-nan
ENSG00000181555	ENSG00000103495	3.58536e-06	-0.00358851	1	-nan
ENSG00000179862	ENSG00000156508	0.000288058	-0.0764889	1	-nan
ENSG00000179862	ENSG00000116521	3.20002e-05	0.00247301	1	-nan
ENSG00000179862	ENSG00000100445	8.88915e-05	0.0649897	1	-nan
ENSG00000179862	ENSG00000103257	0.00222391	0.0626056	1	-nan
ENSG00000178691	ENSG00000130005	0.0208715	0.102049	1	-nan
ENSG00000178691	ENSG00000167470	0.000288058	0.0396529	1	-nan
ENSG00000178691	ENSG00000126062	0.000430284	-0.0290003	1	-nan
ENSG00000178691	ENSG00000164830	0.00646631	0.0959719	1	-nan
ENSG00000060339	ENSG00000156508	0.000288058	-0.0382618	1	-nan
ENSG00000176788	ENSG00000126883	0.000174202	0.00183929	1	-nan
ENSG00000172349	ENSG00000088298	0.000288058	0.0532081	1	-nan
ENSG00000172349	ENSG00000101391	8.88915e-05	-0.0065043	1	-nan
ENSG00000172349	ENSG00000184922	0.157062	0.00530833	1	-nan
ENSG00000172349	ENSG00000106211	0.0794045	0.0215227	1	-nan
ENSG00000172349	ENSG00000112306	0.107589	0.164461	1	-nan
ENSG00000172349	ENSG00000124587	0.000174202	-0.0194282	1	-nan
ENSG00000172349	ENSG00000113141	0.132405	0.0898789	1	-nan
ENSG00000172349	ENSG00000129625	0.145835	-0.0276032	1	-nan
ENSG00000172349	ENSG00000109475	0.111137	0.174256	1	-nan
ENSG00000172349	ENSG00000169288	3.20002e-05	-0.0105435	1	-nan
ENSG00000172349	ENSG00000163584	0.0974117	-0.0180554	1	-nan
ENSG00000172349	ENSG00000114125	0.0244204	-0.0036239	1	-nan
ENSG00000172349	ENSG00000114439	0.033681	0.0576216	1	-nan
ENSG00000172349	ENSG00000177954	0.152015	0.162935	6	-nan
ENSG00000172349	ENSG00000143947	0.105569	0.177435	1	-nan
ENSG00000172349	ENSG00000182162	0.0286911	0.0317877	1	-nan
ENSG00000172349	ENSG00000131171	0.0605092	0.0464319	1	-nan
ENSG00000172349	ENSG00000137154	0.124985	0.168746	1	-nan
ENSG00000172349	ENSG00000078902	0.000288058	0.0071203	1	-nan
ENSG00000172349	ENSG00000109861	0.0716045	-0.0866675	1	-nan
ENSG00000172349	ENSG00000229117	0.116575	0.181086	3	-nan
ENSG00000172349	ENSG00000139675	0.00156882	0.0113731	1	-nan
ENSG00000172349	ENSG00000213741	0.14075	0.190323	1	-nan
ENSG00000171988	ENSG00000186654	0.000288058	0.00988701	2	-nan
ENSG00000171988	ENSG00000100201	0.10767	0.0644577	2	-nan
ENSG00000171988	ENSG00000100325	0.00060101	0.00835453	1	-nan
ENSG00000171988	ENSG00000182944	0.0566255	0.0658036	1	-nan
ENSG00000171988	ENSG00000108106	0.0515456	0.146032	3	-nan
ENSG00000171988	ENSG00000126456	0.140044	0.0471687	1	-nan
ENSG00000171988	ENSG00000087086	0.140743	0.100921	1	-nan
ENSG00000171988	ENSG00000063177	0.0861745	0.0392508	2	-nan
ENSG00000171988	ENSG00000096996	0.000430284	0.0668919	1	-nan
ENSG00000171988	ENSG00000099783	0.00668134	-0.033767	1	-nan
ENSG00000171988	ENSG00000101224	0.0651404	0.0589396	3	-nan
ENSG00000171988	ENSG00000141642	0.00128411	0.077916	1	-nan
ENSG00000171988	ENSG00000185829	0.000430284	0.0835815	1	-nan
ENSG00000171988	ENSG00000172992	0.000288058	0.0359452	3	-nan
ENSG00000171988	ENSG00000164674	0.10408	0.0447528	5	-nan
ENSG00000171988	ENSG00000163428	0.00541779	0.128371	2	-nan
ENSG00000171988	ENSG00000198625	0.079393	0.0840597	4	-nan
ENSG00000171988	ENSG00000197622	0.13873	0.104418	1	-nan
ENSG00000171988	ENSG00000028137	0.112886	0.148918	1	-nan
ENSG00000171988	ENSG00000116251	0.0897726	-0.0140149	4	-nan
ENSG00000171988	ENSG00000119203	8.88915e-05	0.0558835	1	-nan
ENSG00000171988	ENSG00000119812	3.58536e-06	0.0508996	1	-nan
ENSG00000171988	ENSG00000115310	0.0359285	0.0808497	1	-nan
