regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000130165	ENSG00000115307	0.032996	-0.0926995	1	-2.79742
ENSG00000130165	ENSG00000132432	0.0758648	0.085699	1	-2.79742
ENSG00000130165	ENSG00000214253	3.20002e-05	-0.0472347	1	-2.79742
ENSG00000130165	ENSG00000128524	0.0672662	0.0172484	1	-2.79742
ENSG00000130165	ENSG00000126759	0.00541779	0.0252887	1	-2.79742
ENSG00000130165	ENSG00000089289	0.037006	-0.0597034	1	-2.79742
ENSG00000130165	ENSG00000198034	0.12622	-0.0364426	11	-49.1429
ENSG00000130165	ENSG00000067829	0.0592612	0.0632308	2	-6.28663
ENSG00000130165	ENSG00000147872	0.0753264	0.0833021	1	-2.79742
ENSG00000130165	ENSG00000086061	0.0739758	0.0488406	2	-6.28663
ENSG00000130165	ENSG00000148303	0.138864	0.0100137	4	-14.4118
ENSG00000130165	ENSG00000162191	0.0904175	0.0587618	1	-2.79742
ENSG00000130165	ENSG00000173486	0.0192512	0.0193243	1	-2.79742
ENSG00000130165	ENSG00000172531	0.102184	0.0724408	1	-2.79742
ENSG00000130165	ENSG00000149357	0.0617398	0.0469083	5	-18.8706
ENSG00000130165	ENSG00000026025	0.0963054	0.0217874	2	-6.28663
ENSG00000130165	ENSG00000169813	0.0865653	0.112523	1	-2.79742
ENSG00000130165	ENSG00000139192	0.0198111	-0.0752164	1	-2.79742
ENSG00000130165	ENSG00000215021	0.0724595	-0.0451994	1	-2.79742
ENSG00000130165	ENSG00000061794	0.0433966	0.0304982	1	-2.79742
ENSG00000130165	ENSG00000134283	0.0718554	-0.156606	1	-2.79742
ENSG00000130165	ENSG00000089157	0.134999	-0.0548434	6	-23.5326
ENSG00000130165	ENSG00000184992	0.0314199	-0.108666	1	-2.79742
ENSG00000130165	ENSG00000133112	0.109212	-0.0537612	9	-38.4979
ENSG00000130165	ENSG00000119655	0.128167	-0.0775973	3	-10.1961
ENSG00000130165	ENSG00000103490	0.125127	-0.0397681	4	-14.4118
ENSG00000123562	ENSG00000156261	0.0686917	-0.00666519	3	-10.1961
ENSG00000123562	ENSG00000244509	0.0231529	-0.0962669	1	-2.79742
ENSG00000123562	ENSG00000239998	0.0201356	-0.18713	1	-2.79742
ENSG00000123562	ENSG00000142534	0.0471881	-0.0944129	1	-2.79742
ENSG00000123562	ENSG00000087086	0.109088	-0.189897	2	-6.28663
ENSG00000123562	ENSG00000105404	0.0583783	0.0627869	1	-2.79742
ENSG00000123562	ENSG00000104918	0.0282896	0.0187053	1	-2.79742
ENSG00000123562	ENSG00000161970	0.0512489	-0.075509	1	-2.79742
ENSG00000123562	ENSG00000157778	0.0177477	0.036004	1	-2.79742
ENSG00000123562	ENSG00000242574	0.0912196	0.0312577	3	-10.1961
ENSG00000123562	ENSG00000204264	0.104291	-0.11595	5	-18.8706
ENSG00000123562	ENSG00000175857	0.0499007	0.0379456	1	-2.79742
ENSG00000123562	ENSG00000164258	0.0580648	-0.0176386	1	-2.79742
ENSG00000123562	ENSG00000173545	0.0227126	-0.0667829	1	-2.79742
ENSG00000123562	ENSG00000249915	0.0521088	-0.0466041	1	-2.79742
ENSG00000123562	ENSG00000169019	0.035987	-0.134141	1	-2.79742
ENSG00000123562	ENSG00000114503	0.0506196	-0.226423	1	-2.79742
ENSG00000123562	ENSG00000158869	0.0627573	-0.151585	1	-2.79742
ENSG00000123562	ENSG00000158716	0.0547325	-0.00989853	1	-2.79742
ENSG00000123562	ENSG00000143621	0.0220863	0.0177722	1	-2.79742
ENSG00000123562	ENSG00000159352	0.00259425	-0.0240868	1	-2.79742
ENSG00000123562	ENSG00000116030	0.0141791	-0.141589	1	-2.79742
ENSG00000123562	ENSG00000178538	0.000800181	-0.0902841	1	-2.79742
ENSG00000123562	ENSG00000104408	0.0373577	0.00857678	1	-2.79742
ENSG00000123562	ENSG00000185627	0.0736019	0.213059	1	-2.79742
ENSG00000123562	ENSG00000177105	0.0692392	-0.0699893	1	-2.79742
ENSG00000123562	ENSG00000156587	0.0754048	-0.0967838	1	-2.79742
ENSG00000123562	ENSG00000111679	0.039729	-0.190926	1	-2.79742
ENSG00000123562	ENSG00000133112	0.0581189	-0.147969	1	-2.79742
ENSG00000123562	ENSG00000119655	0.0720069	-0.173658	1	-2.79742
ENSG00000119705	ENSG00000100263	3.20002e-05	0.031836	1	-2.79742
ENSG00000119705	ENSG00000105379	0.0439883	-0.00945922	1	-2.79742
ENSG00000119705	ENSG00000087086	0.0623776	-0.00880718	2	-6.28663
ENSG00000119705	ENSG00000011600	0.0785652	-0.00606461	3	-10.1961
ENSG00000119705	ENSG00000216490	0.0721542	0.0440636	2	-6.28663
ENSG00000119705	ENSG00000132481	0.0321682	0.156404	1	-2.79742
ENSG00000119705	ENSG00000277791	0.0947435	-0.0286956	2	-6.28663
ENSG00000119705	ENSG00000132589	0.111451	-0.142745	1	-2.79742
ENSG00000119705	ENSG00000141030	0.00927676	0.123715	1	-2.79742
ENSG00000119705	ENSG00000136261	0.0265732	0.0148	1	-2.79742
ENSG00000119705	ENSG00000112306	0.0513428	-0.0773822	2	-6.28663
ENSG00000119705	ENSG00000204264	0.0369786	-0.060605	1	-2.79742
ENSG00000119705	ENSG00000169220	0.00259425	-0.00284433	1	-2.79742
ENSG00000119705	ENSG00000164209	0.00387704	0.0727788	1	-2.79742
ENSG00000119705	ENSG00000164305	3.20002e-05	-0.0399401	1	-2.79742
ENSG00000119705	ENSG00000158869	0.0751878	0.0296871	1	-2.79742
ENSG00000119705	ENSG00000169442	0.0899991	0.0508044	2	-6.28663
ENSG00000119705	ENSG00000143727	0.042664	-0.0460312	1	-2.79742
ENSG00000119705	ENSG00000146731	0.0318783	-0.0824765	1	-2.79742
ENSG00000119705	ENSG00000086061	0.0540126	0.0405077	1	-2.79742
ENSG00000119705	ENSG00000148180	0.00387704	-0.00263467	1	-2.79742
ENSG00000119705	ENSG00000185201	0.070374	0.0380485	4	-14.4118
ENSG00000119705	ENSG00000177105	0.0712151	0.0142071	2	-6.28663
ENSG00000119705	ENSG00000126432	0.0483962	0.0212467	2	-6.28663
ENSG00000119705	ENSG00000137752	0.0452666	0.0662138	1	-2.79742
ENSG00000119705	ENSG00000012779	0.0494137	0.0861015	2	-6.28663
ENSG00000119705	ENSG00000108179	0.0706939	-0.00711525	1	-2.79742
ENSG00000119705	ENSG00000148834	0.137651	0.00344492	1	-2.79742
ENSG00000119705	ENSG00000111639	0.0377209	0.0835348	1	-2.79742
ENSG00000119705	ENSG00000132341	0.0206088	0.113296	1	-2.79742
ENSG00000119705	ENSG00000180138	0.0166133	-0.00442106	1	-2.79742
ENSG00000119705	ENSG00000165502	0.022617	-0.0640257	1	-2.79742
ENSG00000119705	ENSG00000119655	0.0798792	-0.0152969	2	-6.28663
ENSG00000119705	ENSG00000166411	0.0697349	-0.0646071	3	-10.1961
ENSG00000119705	ENSG00000103490	0.0600842	-0.0175134	1	-2.79742
ENSG00000119705	ENSG00000034713	0.0969173	0.108991	2	-6.28663
ENSG00000116455	ENSG00000181929	0.00541779	-0.0893179	1	-2.79742
ENSG00000108561	ENSG00000244509	0.100345	-0.20563	3	-10.1961
ENSG00000108561	ENSG00000100079	0.0927244	0.246068	1	-2.79742
ENSG00000108561	ENSG00000128340	0.0920796	-0.0859225	1	-2.79742
ENSG00000108561	ENSG00000083845	0.2087	0.37659	31	-175.698
ENSG00000108561	ENSG00000239998	0.0705016	-0.170691	1	-2.79742
ENSG00000108561	ENSG00000131042	0.0674946	-0.218444	1	-2.79742
ENSG00000108561	ENSG00000142534	0.154687	0.350559	28	-154.674
ENSG00000108561	ENSG00000087086	0.140435	-0.0587111	6	-23.5326
ENSG00000108561	ENSG00000125743	0.100108	0.349677	2	-6.28663
ENSG00000108561	ENSG00000105755	0.089217	0.143479	1	-2.79742
ENSG00000108561	ENSG00000167600	0.080235	0.151429	2	-6.28663
ENSG00000108561	ENSG00000099341	0.105909	0.284948	6	-23.5326
ENSG00000108561	ENSG00000105254	0.0745538	0.164985	2	-6.28663
ENSG00000108561	ENSG00000011600	0.106937	-0.0602064	4	-14.4118
ENSG00000108561	ENSG00000126246	0.0811308	0.204165	1	-2.79742
ENSG00000108561	ENSG00000216490	0.115641	-0.0340402	3	-10.1961
ENSG00000108561	ENSG00000130313	0.0981684	0.0622532	6	-23.5326
ENSG00000108561	ENSG00000130303	0.0733814	0.00539797	2	-6.28663
ENSG00000108561	ENSG00000130312	0.0837109	0.0469482	1	-2.79742
ENSG00000108561	ENSG00000105058	0.0742026	-0.123538	2	-6.28663
ENSG00000108561	ENSG00000104907	0.0518828	0.116104	2	-6.28663
ENSG00000108561	ENSG00000099783	0.0617219	0.147571	2	-6.28663
ENSG00000108561	ENSG00000101150	0.0661813	0.0603677	1	-2.79742
ENSG00000108561	ENSG00000171858	0.0762975	0.288123	3	-10.1961
ENSG00000108561	ENSG00000130706	0.0808812	0.161354	3	-10.1961
ENSG00000108561	ENSG00000064601	0.0902943	-0.162904	1	-2.79742
ENSG00000108561	ENSG00000242372	0.100984	0.14174	1	-2.79742
ENSG00000108561	ENSG00000101444	0.064087	-0.0325457	1	-2.79742
ENSG00000108561	ENSG00000101365	0.0904545	0.0852774	1	-2.79742
ENSG00000108561	ENSG00000178127	0.115787	0.200587	11	-49.1429
ENSG00000108561	ENSG00000141556	0.0162364	-0.0697436	1	-2.79742
ENSG00000108561	ENSG00000172809	0.10391	0.259925	4	-14.4118
ENSG00000108561	ENSG00000239672	0.173462	0.424383	32	-182.865
ENSG00000108561	ENSG00000073584	0.142052	0.134473	2	-6.28663
ENSG00000108561	ENSG00000108298	0.178487	0.30582	41	-251.383
ENSG00000108561	ENSG00000132589	0.073198	0.17254	1	-2.79742
ENSG00000108561	ENSG00000141030	0.0871203	0.138651	1	-2.79742
ENSG00000108561	ENSG00000161970	0.223981	0.315975	30	-168.611
ENSG00000108561	ENSG00000132386	0.107223	0.109935	1	-2.79742
ENSG00000108561	ENSG00000140941	0.0798262	0.0234724	2	-6.28663
ENSG00000108561	ENSG00000008018	0.119527	0.162442	4	-14.4118
ENSG00000108561	ENSG00000112110	0.0625418	0.122653	3	-10.1961
ENSG00000108561	ENSG00000120265	0.0535578	0.0941164	1	-2.79742
ENSG00000108561	ENSG00000169976	0.0849815	0.121072	3	-10.1961
ENSG00000108561	ENSG00000027697	0.0458598	-0.00764979	1	-2.79742
ENSG00000108561	ENSG00000112306	0.203922	0.288788	38	-227.672
ENSG00000108561	ENSG00000124767	0.0740545	0.194036	2	-6.28663
ENSG00000108561	ENSG00000198755	0.282442	0.342959	48	-311.591
ENSG00000108561	ENSG00000223865	0.0776615	0.353759	5	-18.8706
ENSG00000108561	ENSG00000204257	0.176237	0.409186	18	-89.6532
ENSG00000108561	ENSG00000242574	0.0710927	0.2862	3	-10.1961
ENSG00000108561	ENSG00000179344	0.122469	0.388665	12	-54.6367
ENSG00000108561	ENSG00000196735	0.102573	0.390554	8	-33.3638
ENSG00000108561	ENSG00000204482	0.154265	-0.152247	4	-14.4118
ENSG00000108561	ENSG00000113269	0.0681285	-0.0475595	2	-6.28663
ENSG00000108561	ENSG00000145912	0.0816233	0.314477	5	-18.8706
ENSG00000108561	ENSG00000181163	0.060485	0.283382	1	-2.79742
ENSG00000108561	ENSG00000182578	0.087178	-0.30167	1	-2.79742
ENSG00000108561	ENSG00000178913	0.0938641	0.054391	1	-2.79742
ENSG00000108561	ENSG00000113141	0.0820131	0.070358	5	-18.8706
ENSG00000108561	ENSG00000127184	0.0444712	0.270491	1	-2.79742
ENSG00000108561	ENSG00000049860	0.119435	0.175805	1	-2.79742
ENSG00000108561	ENSG00000150753	0.0984586	0.091592	1	-2.79742
ENSG00000108561	ENSG00000249915	0.0808705	0.142921	2	-6.28663
ENSG00000108561	ENSG00000198856	0.125953	0.198965	5	-18.8706
ENSG00000108561	ENSG00000175193	0.0889315	0.207228	3	-10.1961
ENSG00000108561	ENSG00000163755	0.0627607	0.0994557	2	-6.28663
ENSG00000108561	ENSG00000069849	0.0724427	-0.0762963	1	-2.79742
ENSG00000108561	ENSG00000145088	0.133988	-0.1093	2	-6.28663
ENSG00000108561	ENSG00000114902	0.0443501	0.186986	1	-2.79742
ENSG00000108561	ENSG00000060971	0.0754473	0.0747126	1	-2.79742
ENSG00000108561	ENSG00000254999	0.105119	0.3147	1	-2.79742
ENSG00000108561	ENSG00000203747	0.0853449	-0.236613	1	-2.79742
ENSG00000108561	ENSG00000158869	0.124832	-0.0595843	2	-6.28663
ENSG00000108561	ENSG00000117091	0.0900159	0.114718	5	-18.8706
ENSG00000108561	ENSG00000163479	0.129395	0.147057	4	-14.4118
ENSG00000108561	ENSG00000196154	0.15035	-0.0795895	7	-28.3703
ENSG00000108561	ENSG00000266472	0.125521	0.202154	6	-23.5326
ENSG00000108561	ENSG00000156171	0.020491	-0.0135888	1	-2.79742
ENSG00000108561	ENSG00000169442	0.0836457	-0.13645	1	-2.79742
ENSG00000108561	ENSG00000117118	0.0896748	0.166181	1	-2.79742
ENSG00000108561	ENSG00000028137	0.0449416	-0.293929	1	-2.79742
ENSG00000108561	ENSG00000090273	0.0854326	0.0166017	2	-6.28663
ENSG00000108561	ENSG00000183431	0.0506145	0.00420295	1	-2.79742
ENSG00000108561	ENSG00000117410	0.0797752	0.114119	1	-2.79742
ENSG00000108561	ENSG00000142937	0.17077	0.348736	28	-154.674
ENSG00000108561	ENSG00000117450	0.0915252	0.00800461	1	-2.79742
ENSG00000108561	ENSG00000173660	0.0840886	0.151761	4	-14.4118
ENSG00000108561	ENSG00000162385	0.0396862	-0.0569408	1	-2.79742
ENSG00000108561	ENSG00000188404	0.146934	0.335343	10	-43.7607
ENSG00000108561	ENSG00000159388	0.0734008	-0.00464686	1	-2.79742
ENSG00000108561	ENSG00000084754	0.0949818	0.097912	3	-10.1961
ENSG00000108561	ENSG00000138030	3.20002e-05	0.0223442	1	-2.79742
ENSG00000108561	ENSG00000143977	0.117049	-0.0219271	2	-6.28663
ENSG00000108561	ENSG00000114956	0.0421423	-0.00856679	1	-2.79742
ENSG00000108561	ENSG00000163541	0.115525	0.114262	5	-18.8706
ENSG00000108561	ENSG00000042493	0.0629031	0.30007	3	-10.1961
ENSG00000108561	ENSG00000118640	0.18382	0.254142	3	-10.1961
ENSG00000108561	ENSG00000135940	0.108841	0.181785	1	-2.79742
ENSG00000108561	ENSG00000144136	0.0403422	-0.00176528	1	-2.79742
ENSG00000108561	ENSG00000155368	0.126418	0.0823912	3	-10.1961
ENSG00000108561	ENSG00000121966	0.0660279	0.245456	2	-6.28663
ENSG00000108561	ENSG00000115806	0.0231422	0.212356	1	-2.79742
ENSG00000108561	ENSG00000082153	0.0953823	0.214512	1	-2.79742
